gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,W1
0.0139040417609664,0.014249975925753,49.2601992012192,84.2681430911326,0.00106759697640479,0.00312678035737233,-8.36627077071056e-09,8.17796071359253e-10
0.0260822957769003,0.0915787939354989,10.1343590359557,18.171120885715,0.00489894990084244,0.000141995708857411,2.08304514748306e-10,4.20681989305521e-10
0.000120207192254713,0.0752063785327172,29.753005768703,28.5740565682097,0.003661264234613,0.00237493656523589,1.22224090902652e-08,4.6797828716246e-06
0.0274851159064827,0.0308055720202383,44.9280837003957,81.3916017688639,0.00235878377430603,0.00247672296080469,-6.68216284349353e-09,1.06565022688073e-13
0.00394500668076417,0.0255315118973014,75.1918587307886,71.3558397419607,0.00326581095720232,0.0016324100117696,-3.39519244814189e-09,1.40351336578806e-07
9.80824305298974e-05,0.0133837037142688,79.0391645295734,52.2991526427095,0.0011168403280595,0.00208742779277415,2.11863438420156e-09,3.30643674245122e-06
0.00034234552942674,0.0842219477733794,31.6619703959298,90.7991766367097,0.00479581924772889,0.000809388283591934,1.15531648051505e-09,4.43632170939896e-08
0.00218582083831777,0.0101293393801612,13.1930876373562,46.7676889632923,0.0012842812166361,0.000126282802192835,8.59399437831526e-10,2.28780404193904e-07
0.0372812538877102,0.0153599006359745,95.7069417325502,69.2693568299022,0.00497113241738096,0.00358075236884822,-9.91591104454171e-09,8.45845050121007e-21
0.0392315629102647,0.0210892449488025,57.743578898665,96.2577491235764,0.00421630355134723,0.00259591147109407,-7.1468959513198e-09,2.6016813182137e-17
0.00014852831335955,0.0112250066402395,24.4377773585272,37.1638330706797,0.002923322395406,0.00133352088546211,3.83458591043958e-09,1.77794805020796e-06
0.0408082855661701,0.0139488003200363,42.6477799185933,75.2370211332432,0.00388047890575518,0.00206934910345446,-5.57712106979991e-09,2.51071412551953e-14
0.0371938254895312,0.0536252630409924,34.9852312187986,77.6712043262638,0.00139773279024902,0.000839139045628427,-2.05113287503515e-09,8.34531227570515e-11
0.00142921297581355,0.0303584506945754,62.2633339108053,26.7067701440364,0.00123886236010441,0.00122403921830311,5.62575200024829e-10,1.29125177746742e-06
0.0125837885191369,0.0217803446969433,67.6779328877575,61.1541897406609,0.000380150283303379,0.00379135931851318,-1.00976252988202e-08,5.027279873954e-09
0.000133238280784761,0.0172491240847066,20.6998271649363,15.500131175759,0.00316120471385788,0.00418894382807478,4.13066538684087e-09,3.14731499063451e-06
0.000920987746825601,0.0282399033940995,12.8163085868232,71.4953429257053,0.00327793209369473,0.00238773179766917,-4.70563108697506e-09,7.51037860430157e-09
0.0279367949320078,0.0153267823300854,53.275079622147,70.1853311988678,0.00141067237870214,0.00144024714735259,-3.67002012629859e-09,7.24959714499527e-12
0.0119012339647616,0.0210986569674091,23.8692971628437,22.0779773856567,0.00197862269890023,0.00378937388786179,-9.59821836027875e-09,7.19634362940343e-11
0.0377961255995136,0.0183641775341644,93.3940400964542,90.3787042371543,0.00303284439908564,0.0036686169967977,-1.02505848395145e-08,2.71609931581607e-17
0.0046365196190677,0.0676203125350713,47.1006003086108,25.269792371068,0.000442098205870443,0.00032736830319583,2.0974201966411e-10,3.17417397655986e-06
6.39889582812873e-05,0.0497004186082338,46.3459582039273,58.9698962066934,0.00186058503377397,0.00494912696158583,6.46076205309432e-09,8.03185706325603e-06
0.0176342876999046,0.0215544722551013,23.7855508430884,13.1152564385321,0.00178044657414092,0.000198400508042924,3.63640238631948e-10,2.54800533545167e-08
0.031692007323195,0.0380392978419879,88.7559737612226,83.310770198908,0.00200946060094282,0.00388956231181428,-1.08277618795739e-08,1.59277934266636e-11
0.00543469866408526,0.0194016293603309,88.9602010072918,63.5592219271121,0.00234150628986248,0.00486626328698064,-1.26631143911789e-08,1.13298000299554e-09
0.00937973127179248,0.0183641427852998,18.3560225474991,46.522033553634,0.000702314683706328,0.00207563816528061,-5.03413559189889e-09,1.02954052762628e-09
0.0084794446317389,0.0181928720643959,39.933317993278,67.9631688784651,0.00180430191498415,0.00155388422320676,-3.64422024134806e-09,2.28065733637994e-10
0.000751019239672798,0.047542283293615,72.4142679732051,42.9708790555933,0.000605539608974646,0.00302002485699011,-3.20540052711837e-09,2.28860511584752e-06
0.00462811002388413,0.0330998899023107,25.3806190824053,99.9973297186804,0.0021325326634328,0.000673760118440295,-1.17611203027355e-09,2.68913685486974e-09
0.000163128584511098,0.011933112489299,41.1330246237385,73.544070523535,0.000833659508917534,0.000911224582628957,6.006549526791e-10,2.17221380429148e-06
0.00656308861866457,0.0113722200612722,42.8563870347719,27.71214595201,0.00160494235242679,0.0022736808798695,-5.0051489252684e-09,7.36841739943873e-10
6.22972023095828e-05,0.0181438029016027,40.7494295480398,84.6615826616344,0.00127632191221465,0.0016251031076874,1.83455393565703e-09,3.60269028312107e-06
0.000338640548749821,0.0275376844318823,92.3848940992531,37.22396777806,0.00129219647459772,0.00238407419939481,4.52675789293148e-09,5.75437472218068e-06
6.87834850191821e-05,0.0192437238636705,25.4092369495989,57.0715901482774,0.00262748182623665,0.000228375541470142,6.03467413396029e-09,3.29966390295702e-06
9.78059662730545e-05,0.0477274080840624,27.4036069956463,66.2378149650813,0.00367445064987273,0.000126273831311619,9.15133513061905e-09,2.31956571073129e-06
0.0147687415100381,0.0890388511340152,96.9590466138842,10.4276060895877,0.000518135782621785,0.000442221144304881,3.04094607096718e-10,3.02161225753411e-06
0.00607373547195432,0.0594230705640257,51.4935508901367,79.7833450281601,0.00372778561123388,0.003679664492029,-9.56851388900243e-09,5.18914817038933e-09
0.000446959779930427,0.0432652291889473,76.1390453898218,29.1156123610889,0.00296312131145186,0.00401481781254023,1.07511092765221e-09,5.45208426151067e-09
0.0354516253324182,0.0566997925857568,17.8115812927106,28.3580697296481,0.00128058620970387,0.000995506838815024,-2.28911128664431e-09,1.35430702460224e-09
6.34319767770581e-05,0.055823441148538,29.3801915094708,81.5321929881805,0.000356698696639915,0.00458831058743178,-5.96270906865018e-09,5.98687350537108e-06
0.00103562632952322,0.0385506010542805,61.3512921014985,34.2910392797732,0.00308893773646326,0.00448802952410599,-7.92698714797265e-09,7.22783771701149e-09
0.000697662493149777,0.0593002242514088,39.1209473515597,84.7712094773524,0.000364569098568032,0.00291836903479402,-5.70143815938981e-09,1.06386075495603e-06
0.00989738282353375,0.0246881335634671,96.1532057284013,99.7535261060696,0.000645566751613904,0.00340460163152115,-9.06216271868246e-09,3.5950980939565e-09
0.012149816191149,0.0402986148787674,63.1354148487131,45.5838542300378,0.00400563821542683,0.00417401084474072,-1.10415002703432e-08,4.50467912090031e-10
0.000181797462870065,0.0176779895894521,20.8127630843646,90.9678391382935,0.00241957160584265,0.00377420020484249,-5.79079653544292e-09,7.59882461686146e-08
0.0014732050255665,0.0195075260968746,34.9046556910566,57.7759052946143,0.000275147382792092,0.00289092050388285,-6.07281251008305e-09,6.43357857982758e-08
0.00108574692105137,0.0104552060610592,23.109858510586,17.4025566020486,0.00333391640674392,0.00199977899983232,-1.24292832656396e-09,4.86719918454778e-08
0.00434419223183655,0.0222489577117937,74.7225776249153,47.669446042986,0.000269318699474002,0.000213111006899779,1.45309769236491e-10,2.2567765666169e-06
0.00671528573977065,0.0138610379233424,77.9630983349726,11.7013818425602,0.00399053366219137,0.000247632741713295,1.97795291530179e-09,6.8586961915481e-09
0.00918396141175979,0.0257949510859119,86.3133534431784,91.1369164860813,0.00310761340811007,0.00151651658922879,-3.61317178601389e-09,2.63815999822275e-08
0.000336546621640488,0.0142255265429175,24.4788912103491,43.7463037118827,0.00210744985116125,0.00367707823941016,-4.85269267318453e-09,1.04439515229647e-07
0.00547114260642013,0.06745418719355,48.4237256795335,11.0659173377969,0.000715796361616174,0.00152590241736343,-1.85134181088932e-09,1.72970244792193e-06
0.00461598103954738,0.0548528918392906,82.1491517967262,55.1034982006988,0.00309727870343342,0.00176960096267141,-3.66583599308889e-09,4.60580601409953e-07
0.000153746490074653,0.012556549304469,28.5746078291329,49.9045355398966,0.00415951018483868,0.00278974526544767,1.67766852934172e-09,2.19298856552628e-07
0.00011375304974306,0.0661657269620751,69.1243694783593,86.7199428605495,0.000548778933140499,0.000958642376547476,8.35913596244269e-10,7.85086759323223e-06
0.00156337139094305,0.0168698650777269,36.1143007100976,55.0776545558874,0.00375314774769228,0.0029417265660566,-6.1862683828028e-09,3.52197056116728e-07
0.0378618542985568,0.0127920853339929,71.7221964547333,20.097594187805,0.00107255057645397,0.000213969850759745,-3.52252593234697e-11,9.07920272584378e-09
0.000524961174065695,0.0460019201940138,37.7912937239083,81.2261187249546,0.0034552093321003,0.00400378797347657,-7.95660738273054e-09,9.47538004056327e-09
0.00284953015528297,0.0900691590277501,94.8430184734993,94.1344191972365,0.00323203634112259,0.00182770677294049,-3.81050853574376e-09,3.92020138023924e-07
0.000234642038391783,0.0652475876140594,31.5019292475845,87.0298917984229,0.00100006212851274,0.0012260422516832,-6.86306952299941e-12,3.76068601542664e-06
0.00896956088636569,0.042000337804844,72.8901856554642,23.9505947407094,0.00270073495845105,0.0028022815334165,-6.44639979799345e-09,4.34217464307136e-07
0.000291242902616556,0.0212945638995042,22.5927852555547,17.3170522509574,0.00231664214780047,0.00312124038809989,8.03596421243916e-10,2.22204434220321e-06
0.00164755969598627,0.0189394778554756,50.0663702163024,66.5435994559637,0.00306688458102385,0.00151187965625833,-2.38710287139409e-09,1.89422887250398e-07
0.00625460909893682,0.0271879748105544,68.144127258017,18.7261068845607,0.000947557030285173,0.00236283879074958,-4.60032157267557e-09,3.16203430119924e-08
0.0235331336863568,0.0224024514305828,17.6605807063779,13.0089451591967,0.00389316692158568,0.00293946864285513,-7.30006151317253e-09,3.38929053479932e-11
0.0377436833414689,0.0754673655677701,56.0812474961168,39.1249042776888,0.0015638216540202,0.00435445124707432,-1.2010224647026e-08,4.31358651141317e-10
0.00219086992787451,0.0101427213264603,32.4259639561087,68.054596581304,0.000379795618980321,0.000850173282696984,-1.13137523475865e-09,2.02098664777478e-07
0.000130269675949146,0.0497106261122356,43.7756155248587,62.5848484468659,0.00305500810207582,0.00242036254232452,5.62871286595868e-09,9.78327302205207e-07
0.000140233579936776,0.0217802623877741,63.0721531327672,70.4959287197603,0.00129230333187706,0.00265356541998308,2.56927548706751e-09,4.44382655185687e-06
0.000296138428019695,0.0201829047249644,99.5664260623732,81.341993829871,0.00355947951661716,0.00417683433230275,-2.98031289514335e-09,1.08834980644099e-10
0.016638791217886,0.0444734375842701,13.4516391354654,44.2174861963042,0.00469307145331507,0.00454782225533436,-1.23297147580232e-08,1.44707487947902e-13
0.000289611992311565,0.0833962028723462,33.9116593990661,17.1363984010668,0.00362347012354566,7.36438434009445e-06,1.48752185495641e-08,4.48888876037266e-06
0.0138619549322457,0.0781760604467535,37.1972034075269,49.0772665314507,0.00271054775225483,0.00107154875862312,-2.36852886699412e-09,4.40176880181276e-10
0.000268871586953133,0.0993526208009445,28.5528887753707,80.6926460317707,0.0044947831847573,0.0012999751203318,6.21498252742371e-10,1.22932703505852e-07
0.0306733262485437,0.0118272531151553,67.0329819553909,37.439355670793,0.00370663943313215,0.00322729113546163,-8.6357028454387e-09,2.40223661311328e-13
0.000560946318764681,0.0134777880930658,74.402415806307,76.0628676279171,0.00243345824133397,0.0047821649622408,-8.91252989693126e-09,1.14549477020508e-09
0.000194426633144999,0.0958447282306352,58.1952601325144,19.0177459743731,0.00289068494651549,0.00404894072586776,1.74087882166945e-08,7.86432271482964e-08
0.000283283694852396,0.012309553182725,16.7153952745041,25.5490372336971,0.00448405544499586,0.0030599328031566,-1.17811943234231e-09,1.20154058453913e-07
0.00352455289593434,0.0485465820187973,23.8023553861179,93.2604005336422,0.000223552464687367,0.00165516550401573,-3.74448897744592e-09,1.78036567907192e-07
0.00131472993371539,0.0849111653431956,71.5291893674436,80.958024357836,0.000638206589491735,0.00205576224063794,-3.62686927557563e-09,6.14712893068653e-07
0.000567477341534392,0.013861696026202,40.0402803049722,80.0943615605005,0.00054403234486229,0.00292494215173077,-5.1038122579427e-09,8.16751283479279e-08
0.0155401743875422,0.0766329693456667,85.7786368061681,88.9575631095491,0.00237507382864875,0.00176783850735359,-4.49232862794468e-09,1.61367691944967e-08
0.00284945811668132,0.010465547695619,95.3192986653013,91.8748841970831,0.00423240099873487,0.00199162414543804,-4.24249273737763e-09,7.00477713450283e-08
0.00222915788387034,0.0220133377307671,77.6515497786262,93.7347402770842,0.00365353822323073,1.22737094016828e-05,1.21410106028546e-09,2.38068266196589e-07
0.0282196092457463,0.017310359507685,12.4470741951467,46.3605147563595,0.00311913741654259,0.00337648274128959,-9.15128785312278e-09,3.60564711471412e-14
0.000360153019974237,0.0965081523135717,76.9689773396821,36.02344887849,0.00499839802517222,0.00462342394306896,-5.74899534869489e-10,4.73730001526506e-10
0.00934481464773063,0.0702421671370941,40.3080241243808,79.1838390209314,0.00433082256701718,0.00496378867251207,-1.35080116353768e-08,8.37821946129806e-11
0.00912341199492684,0.0623033783259491,82.1217017398664,94.9492359747576,0.000309146208280934,0.00116995343379684,-2.66651624161991e-09,6.10435835841705e-08
0.000692321063932178,0.0794836983861522,25.0212818759538,35.1456997986137,0.000885567819761017,0.00436968845782911,-8.36041901621078e-09,9.90472063519695e-07
0.00252600919151856,0.0602704895030763,67.30193307165,43.4017396183818,0.00376497990610736,0.00350718478406441,-7.6908743652215e-09,3.74757920168176e-07
8.44370152347626e-05,0.0686294900121076,22.8917550899256,34.5893118093858,3.0063396946714e-05,0.000451053819286397,-8.1456592207785e-10,4.51712306733813e-06
7.25805676260264e-05,0.0209456221336779,83.8100823691774,52.6185296173737,0.0037422986895966,0.000232428702829336,1.61479479683407e-08,5.10525698754183e-06
0.00195597213443944,0.0553026033322353,26.0632990741377,96.4489782854515,0.00354748584220549,0.00435944241671782,-1.09784455838121e-08,1.77380510127013e-10
0.0108760625004496,0.0461842914334228,26.1438692815254,19.1581094054446,0.00155231132473783,0.00476912831243665,-1.22184263386954e-08,4.43871408643896e-10
0.0316958247564596,0.0194618307146453,23.6508308635024,58.6580208086561,0.00486205624279049,0.00481101757226817,-1.34401577357271e-08,2.11443043494462e-15
0.000122655952604132,0.0217456419520848,49.1159730500561,37.677786961548,0.00298295221898344,0.00063173028000439,1.03957399929513e-08,4.75120490754789e-06
0.00254355414498959,0.0810283619076546,89.2000232215957,23.6485716103969,0.00224311301266955,0.00368540249241997,-6.52115833507536e-09,8.71284067330223e-09
0.00127979947451092,0.0107708748678156,54.9567932406197,48.0360255736593,0.0040292935768592,0.0048779018298166,-1.07203238441406e-08,4.51377451434582e-08
5.42845463515061e-05,0.0497001532588034,61.1211950617005,39.179032442006,0.00214798833594135,0.00183387887337674,1.26718397264092e-08,8.86995117649286e-06
0.000513260612087183,0.0161722265251902,17.8802813355713,60.0766170063285,0.00109276733226744,0.00254487391506467,-4.11439138940786e-09,1.62141045049674e-07
0.000153291095847993,0.0667036127268352,49.9559899272684,26.5996118459341,0.00177590890215117,0.0015772163420332,8.81269103880222e-09,9.4890297794812e-06
0.0120732342307736,0.016528455152694,73.4114077590147,29.3412745655643,0.00297811275836088,0.000637179633863856,-8.33012276737471e-10,5.55777602404051e-07
0.000429155942415775,0.012578889526277,98.3625133124982,60.873544752078,0.00315610816915527,0.0040886209958802,-3.35946678907753e-09,9.33834420978766e-11
0.00192561478071066,0.0416395297712349,42.2297559512413,91.7782241424905,0.00114113151002139,0.00372765706923624,-9.05131572828025e-09,3.37224512129296e-09
0.000157005979574833,0.0127003234793979,20.3786567498594,72.9909731337328,9.20555449801608e-05,0.00298222554999987,-3.86810704059796e-09,1.30262660336934e-06
